query_id	category	facets	query_text	bf_reason	bf_d_m	nom_ok	gold_lat	gold_lon	bf_top1_lat	bf_top1_lon	nom_top1_lat	nom_top1_lon
be-clean-00141	clean		Stationsstraat 7, 8210 Loppem	wrong_far	48830.2	True	51.1551436	3.1922248	50.7324332	3.3810858	51.1551061	3.1922021
be-clean-00152	clean		Rue des Dames Blanches, 5000 Namur	wrong_far	53986.0	True	50.4668517	4.8667657	50.8304900	4.3594200	50.4671882	4.8670727
be-clean-00153	clean		Stenebrugstraat, 1741 Ternat	wrong_near	299.0	True	50.8545610	4.1564790	50.8535400	4.1604200	50.8547948	4.1558856
be-clean-00155	clean		Tervuursesteenweg 132, 1820 Perk	wrong_far	13859.3	True	50.9336360	4.4966869	50.8159200	4.4317700	50.9336671	4.4967239
be-clean-00175	clean		Rijselsestraat 29, 8210 Loppem	wrong_near	271.1	True	51.1526158	3.1987292	51.1546300	3.1965400	51.1526322	3.1987808
be-clean-00176	clean		Rue du Fond Agny 35, 1380 Couture-St-Germain	wrong_near	673.3	True	50.6599738	4.4852360	50.6618296	4.4761434	50.6599738	4.4852360
be-clean-00178	clean		Paddegatstraat, 1880 Nieuwenrode	wrong_far	94207.1	False	50.9796033	4.3513867	51.1792500	3.0407800	50.9752497	4.3576716
be-clean-00185	clean		Place de Liernu, 5310 Liernu	wrong_far	11058.0	True	50.5841129	4.8276715	50.6814600	4.7956200	50.5838461	4.8272870
be-clean-00186	clean		Brugsesteenweg 527, 9030 Mariakerke	wrong_far	56411.0	True	51.0710463	3.6811079	51.1268600	2.8781500	51.0709571	3.6810526
be-clean-00196	clean	has_diacritics	Rue de la Station 63, 4032 Chênée	wrong_far	82810.7	True	50.6090509	5.6144276	49.9857100	4.9764600	50.6090662	5.6144985
be-clean-00198	clean		Heesstraat 20, 3560 Meldert-Lummen	wrong_near	123.8	True	50.9979824	5.1355512	50.9979800	5.1373200	50.9979824	5.1355512
be-abbreviated-00202	abbreviated	has_abbreviation	Kerkstr. 18, 2290 Vorselaar	wrong_near	109.9	True	51.2028867	4.7698300	51.2025861	4.7713322	51.2029302	4.7698790
be-abbreviated-00203	abbreviated		Tervuursesteenweg 772, 1982 Elewijt	wrong_near	5107.1	True	50.9600252	4.4970642	51.0054700	4.4865000	50.9600129	4.4969941
be-abbreviated-00205	abbreviated	has_abbreviation	Ch. Bara 604, 1410 Waterloo	wrong_near	1585.4	False	50.7005357	4.4011928	50.7140096	4.3938320		
be-abbreviated-00207	abbreviated	has_abbreviation	Grand'R. 26, 5030 Gembloux	wrong_near	810.7	False	50.5605740	4.6943422	50.5612590	4.6829157	50.5828270	4.7285789
be-abbreviated-00208	abbreviated	has_abbreviation,has_diacritics	R. Joseph Lizon 24, 7950 Chièvres	wrong_near	4922.5	True	50.5672159	3.7474234	50.5868721	3.8098856	50.5673029	3.7471451
be-abbreviated-00209	abbreviated	has_abbreviation	R. Piretfontaine 5, 4140 Dolembreux	wrong_near	1404.9	True	50.5364286	5.6337110	50.5345342	5.6533642	50.5364286	5.6337110
be-abbreviated-00212	abbreviated	has_abbreviation	Ch. de Namur 96a, 5030 Gembloux	wrong_near	1493.1	False	50.5568744	4.7028934	50.5612590	4.6829157		
be-abbreviated-00213	abbreviated	has_abbreviation	Voskapelleln. 11, 1930 Nossegem	wrong_near	2203.5	True	50.8787490	4.5105242	50.8822500	4.4796100	50.8780778	4.5103448
be-abbreviated-00214	abbreviated	has_abbreviation	Grand-R. 218, 6740 Sainte-Marie	wrong_near	384.0	False	49.6730100	5.5628737	49.6696822	5.5642994		
be-abbreviated-00215	abbreviated	has_abbreviation	R. Grande 71,73, 7330 Saint-Ghislain	wrong_near	7679.9	False	50.4449296	3.8206914	50.5033413	3.8786019		
be-abbreviated-00216	abbreviated	has_abbreviation,has_diacritics	R. du Président 14, 5000 Namur	wrong_far	113818.2	True	50.4633330	4.8637295	50.8201100	3.3508400	50.4633358	4.8636857
be-abbreviated-00217	abbreviated	has_abbreviation	Pl. des Combattants 20, 4840 Welkenraedt	wrong_near	406.8	True	50.6605926	5.9721061	50.6642039	5.9730310	50.6605926	5.9721061
be-abbreviated-00218	abbreviated	has_abbreviation	R. Grande 23, 7330 Saint-Ghislain	wrong_near	7555.0	True	50.4464360	3.8202707	50.5033413	3.8786019	50.4464583	3.8203193
be-abbreviated-00220	abbreviated		Steenhuffeldorp 92, 1840 Steenhuffel	wrong_near	592.4	True	50.9937166	4.2630647	50.9960300	4.2706900	50.9936906	4.2630810
be-abbreviated-00221	abbreviated	has_abbreviation	Molenstr. 62, 2550 Kontich	wrong_far	30220.1	True	51.1367474	4.4413108	50.8651446	4.4567232	51.1367795	4.4413505
be-abbreviated-00222	abbreviated	has_diacritics	Bd d'Avroy 238, 4000 Liège	wrong_near	4566.0	True	50.6318684	5.5672700	50.5908102	5.5662833	50.6319715	5.5672535
be-abbreviated-00223	abbreviated	has_abbreviation	Grand-R. 218, 6740 Sainte-Marie	wrong_near	384.0	False	49.6730100	5.5628737	49.6696822	5.5642994		
be-abbreviated-00224	abbreviated	has_abbreviation	R. Joseph-Jean Merlot 3, 5060 Falisolle	wrong_near	357.5	True	50.4187846	4.6207761	50.4158401	4.6187497	50.4187658	4.6207407
be-abbreviated-00225	abbreviated	has_diacritics	Bd du Prince Régent 1, 7900 Leuze	wrong_far	66869.6	True	50.6019272	3.6391829	50.8435200	4.5090900	50.6019272	3.6391829
be-abbreviated-00228	abbreviated	has_abbreviation	R. des Marronniers 1, 5580 Han-sur-Lesse	wrong_near	584.6	False	50.1215745	5.1915532	50.1227166	5.1835489	50.1238880	5.1882467
be-abbreviated-00229	abbreviated	has_abbreviation	Ch. de Bruxelles 390, 1410 Waterloo	wrong_far	12274.7	False	50.7093403	4.4008039	50.8184600	4.3744100	50.7162893	4.3727316
be-abbreviated-00230	abbreviated	has_abbreviation,has_diacritics	1ère Av. 50, 4040 Herstal	wrong_near	3119.7	True	50.6907089	5.6129504	50.6649089	5.6303449	50.6907089	5.6129504
be-abbreviated-00232	abbreviated		Gistelse Steenweg 276, 8200 Sint-Andries	wrong_near	4019.5	True	51.2004797	3.1955502	51.1811453	3.1468167	51.2004797	3.1955502
be-abbreviated-00233	abbreviated	has_abbreviation	Dirk Boutsln. 42, 3000 Leuven	wrong_near	874.1	True	50.8807857	4.6986138	50.8876343	4.7047301	50.8807857	4.6986138
be-abbreviated-00234	abbreviated	has_abbreviation	Vredeln. 69, 8820 Torhout	wrong_near	1114.9	True	51.0572077	3.0982092	51.0671557	3.1002052	51.0574693	3.0982643
be-abbreviated-00235	abbreviated	has_abbreviation	Hector Henneauln. 64, 1930 Zaventem	wrong_near	966.0	True	50.8806709	4.4751452	50.8872964	4.4662378	50.8806787	4.4751336
be-abbreviated-00236	abbreviated	has_abbreviation	R. des Marronniers 1, 5580 Han-sur-Lesse	wrong_near	584.6	False	50.1215745	5.1915532	50.1227166	5.1835489	50.1238880	5.1882467
be-abbreviated-00238	abbreviated	has_abbreviation	R. des Marronniers 1, 5580 Han-sur-Lesse	wrong_near	584.6	False	50.1215745	5.1915532	50.1227166	5.1835489	50.1238880	5.1882467
be-abbreviated-00241	abbreviated	has_abbreviation	R. Haute Claire 1, 4041 Milmort	wrong_near	873.2	True	50.6872827	5.6077508	50.6946635	5.6035181	50.6872827	5.6077508
be-abbreviated-00242	abbreviated		Wijnegemsteenweg 39A, 2970 's-Gravenwezel	wrong_near	1144.7	True	51.2616856	4.5500261	51.2519100	4.5448700	51.2616966	4.5500057
be-abbreviated-00243	abbreviated	has_abbreviation	R. Ferrer 316, 7080 Frameries	wrong_near	489.4	True	50.4036933	3.9117953	50.4079400	3.9136100	50.4036933	3.9117953
be-abbreviated-00244	abbreviated		Steenweg, 1745 Mazenzele	wrong_far	23618.7	False	50.9425742	4.1701685	51.0276400	4.4793400	50.9449561	4.1681000
be-abbreviated-00246	abbreviated	has_abbreviation	Pl. de la Gare 9, 1420 Braine-l'Alleud	wrong_near	3742.3	True	50.6854622	4.3752298	50.6911785	4.3228787	50.6854711	4.3752277
be-abbreviated-00247	abbreviated	has_abbreviation	Norbert Neeckxln. 73, 3920 Lommel	wrong_far	82514.1	True	51.2256826	5.3284718	50.8433400	4.3171100	51.2256826	5.3284718
be-abbreviated-00248	abbreviated	has_abbreviation	Sint-Jorisstr. 43, 8000 Brugge	wrong_near	144.2	False	51.2114565	3.2237955	51.2123600	3.2223100	51.2138417	3.2214859
be-abbreviated-00249	abbreviated	has_abbreviation	R. du Commerce 2, 5590 Ciney	wrong_near	976.7	True	50.2953988	5.0998810	50.2866935	5.0980489	50.2953478	5.0998588
be-abbreviated-00250	abbreviated	has_abbreviation	R. Grande 57, 7330 Saint-Ghislain	wrong_near	7651.0	True	50.4452939	3.8205512	50.5033413	3.8786019	50.4452963	3.8206444
be-abbreviated-00251	abbreviated	has_abbreviation	Ruiterstr. 32, 3930 Hamont	wrong_near	324.9	True	51.2586374	5.5468099	51.2557200	5.5470700	51.2586374	5.5468099
be-abbreviated-00252	abbreviated	has_abbreviation	de Borghgraveln. 14, 3550 Heusden-Zolder	wrong_near	3832.4	True	51.0126317	5.2791635	50.9810231	5.3009950	51.0126224	5.2791000
be-abbreviated-00253	abbreviated	has_abbreviation	R. de l'Ange 61-63, 5000 Namur	wrong_near	743.9	True	50.4639756	4.8652695	50.4680069	4.8568813	50.4639756	4.8652695
be-abbreviated-00254	abbreviated	has_abbreviation	Zeeln. 21, 8660 De Panne	wrong_far	46947.8	True	51.0966489	2.5883747	51.2274100	3.2285300	51.0966959	2.5882498
be-abbreviated-00257	abbreviated	has_abbreviation	Dorpsstr. 48, 8470 Gistel	wrong_near	5692.4	True	51.1753857	2.9352881	51.2093000	2.8741000	51.1753857	2.9352881
be-abbreviated-00258	abbreviated	has_abbreviation	R. de l'Ange 27-31, 5000 Namur	wrong_near	816.8	True	50.4633175	4.8657645	50.4680069	4.8568813	50.4633175	4.8657645
be-abbreviated-00259	abbreviated	has_abbreviation	Albertkanaalstr. 75A, 3511 Kuringen	wrong_near	844.7	True	50.9519957	5.3055646	50.9585800	5.2995500	50.9519851	5.3054867
be-abbreviated-00261	abbreviated	has_abbreviation	Hoogstr. 66, 1930 Zaventem	wrong_near	708.8	True	50.8820235	4.4719149	50.8872964	4.4662378	50.8820265	4.4716587
be-abbreviated-00263	abbreviated	has_abbreviation	Dorpsstr. 34, 3545 Zelem	wrong_far	36779.5	True	50.9799005	5.1033150	51.0949800	4.6101600	50.9798551	5.1033590
be-abbreviated-00266	abbreviated	has_abbreviation	R. de l'Abbaye 1, 4040 Herstal	wrong_near	3283.0	True	50.6944223	5.6290727	50.6649089	5.6303449	50.6944223	5.6290727
be-abbreviated-00267	abbreviated	has_abbreviation	Jan Breydelstr. 32, 9000 Gent	wrong_far	52319.8	True	51.0563384	3.7200509	50.8404000	4.3836000	51.0563384	3.7201061
be-abbreviated-00268	abbreviated		Rue de St-Hubert 16, 6890 Redu	wrong_far	133704.7	True	50.0072643	5.1607521	51.2046000	4.9864300	50.0072615	5.1607934
be-abbreviated-00271	abbreviated	has_abbreviation	R. Robesse 36c, 6041 Gosselies	wrong_near	1672.3	True	50.4871490	4.4514086	50.4722423	4.4482791	50.4871490	4.4514086
be-abbreviated-00272	abbreviated	has_abbreviation	Baron August de Becker Remypl. 6, 3010 Kessel-Lo	wrong_near	328.3	False	50.8848408	4.7179376	50.8832461	4.7218755		
be-abbreviated-00278	abbreviated	has_abbreviation,has_diacritics	R. de la Rivièrette 13, 7333 Tertre	wrong_far	63285.7	True	50.4617340	3.8111904	50.5609300	4.6924800	50.4617356	3.8111885
be-abbreviated-00279	abbreviated	has_abbreviation	Stationsstr. 32, 8210 Loppem	wrong_far	48886.9	True	51.1553200	3.1902384	50.7324332	3.3810858	51.1554011	3.1902029
be-abbreviated-00280	abbreviated	has_abbreviation	R. Marneffe 47, 4540 Amay	wrong_far	11921.9	True	50.5406683	5.3009837	50.5794666	5.1436491	50.5406683	5.3009837
be-abbreviated-00281	abbreviated	has_abbreviation	R. des Carmes 49, 5000 Namur	wrong_near	507.1	True	50.4667124	4.8637516	50.4680069	4.8568813	50.4667738	4.8637272
be-abbreviated-00282	abbreviated	has_abbreviation,has_diacritics	4ème Av. 73, 4040 Herstal	wrong_near	3782.9	True	50.6956119	5.6072204	50.6649089	5.6303449	50.6956119	5.6072204
be-abbreviated-00283	abbreviated	has_abbreviation	Pastoor Henri Scherpereelstr. 28, 8630 Veurne	wrong_far	91435.4	True	51.0878039	2.7447213	51.2117200	4.0406500	51.0878153	2.7447901
be-abbreviated-00284	abbreviated	has_abbreviation	R. de la Roche 32, 6660 Houffalize	wrong_near	1001.2	True	50.1317695	5.7745548	50.1343377	5.7880182	50.1317645	5.7744837
be-abbreviated-00285	abbreviated	has_abbreviation	Ooststr. 10, 8800 Roeselare	wrong_near	346.5	True	50.9456226	3.1249498	50.9458050	3.1200129	50.9454735	3.1249663
be-abbreviated-00288	abbreviated	has_abbreviation	Tiensestr. 29, 3000 Leuven	wrong_near	358.9	True	50.8780712	4.7037352	50.8757500	4.7072900	50.8780910	4.7037804
be-abbreviated-00289	abbreviated	has_abbreviation	Prins Boudewijnln. 274, 2650 Edegem	wrong_near	1299.1	True	51.1606473	4.4286477	51.1511395	4.4394721	51.1607075	4.4285806
be-abbreviated-00290	abbreviated	has_abbreviation	Stationsstr. 48, 8790 Waregem	wrong_far	17732.4	True	50.8888270	3.4304260	50.7324332	3.3810858	50.8888775	3.4305510
be-abbreviated-00291	abbreviated	has_abbreviation	Pl. de la Gare 2, 4840 Welkenraedt	wrong_near	430.6	True	50.6603539	5.9736859	50.6642039	5.9730310	50.6603539	5.9736859
be-abbreviated-00292	abbreviated	has_abbreviation	Van Schoonbekestr. 158, 2018 Antwerpen	wrong_near	3137.7	True	51.1995048	4.4035074	51.2277200	4.4041825	51.1995289	4.4035178
be-abbreviated-00293	abbreviated	has_abbreviation,has_diacritics	1ère Av. 105, 4040 Herstal	wrong_near	2914.0	True	50.6895921	5.6164528	50.6649089	5.6303449	50.6895921	5.6164528
be-abbreviated-00294	abbreviated	has_abbreviation	R. des Carmes 1, 5000 Namur	wrong_near	556.7	True	50.4654007	4.8635968	50.4680069	4.8568813	50.4654007	4.8635968
be-abbreviated-00295	abbreviated		Steenhuffeldorp 92, 1840 Steenhuffel	wrong_near	592.4	True	50.9937166	4.2630647	50.9960300	4.2706900	50.9936906	4.2630810
be-abbreviated-00296	abbreviated	has_abbreviation	R. de l'Eperonnerie 10, 4041 Milmort	wrong_near	979.0	True	50.6961028	5.5898063	50.6946635	5.6035181	50.6961028	5.5898063
be-abbreviated-00301	abbreviated	has_abbreviation,has_diacritics	R. Basse 2, 4600 Visé	wrong_far	45077.0	True	50.7341677	5.6939494	50.6339983	5.0739677	50.7341467	5.6938363
be-abbreviated-00303	abbreviated	has_slash_suffix	Diestseweg 184, 2440 Geel /B	wrong_near	401.9	True	51.1545455	4.9940724	51.1581300	4.9933300	51.1545455	4.9940724
be-abbreviated-00304	abbreviated	has_abbreviation	Beukenln. 55, 3730 Hoeselt	wrong_near	592.4	True	50.8477173	5.4799763	50.8502102	5.4874330	50.8477215	5.4799849
be-abbreviated-00306	abbreviated	has_diacritics	Route de Couvin 61, 5651 Somzée	wrong_far	27418.5	True	50.3023291	4.4817745	50.0558188	4.4909614	50.3023291	4.4817745
be-abbreviated-00307	abbreviated	has_abbreviation	Koningin Astridln. 54, 9230 Wetteren	wrong_far	12761.4	True	51.0048326	3.8788505	50.9385100	4.0275900	51.0048652	3.8789310
be-abbreviated-00308	abbreviated	has_abbreviation	R. des Chartriers 29, 7000 Mons	wrong_near	3142.2	True	50.4504549	3.9534428	50.4540332	3.9974662	50.4504549	3.9534428
be-abbreviated-00309	abbreviated	has_abbreviation	Stationsstr. 3, 3080 Vossem	wrong_far	83674.1	True	50.8360523	4.5599684	50.7324332	3.3810858	50.8360768	4.5600611
be-abbreviated-00310	abbreviated	has_abbreviation	Westerln. 9, 8790 Waregem	wrong_near	3187.1	True	50.8838426	3.4240783	50.8807252	3.4692379	50.8839094	3.4240026
be-abbreviated-00311	abbreviated	has_abbreviation,has_diacritics	R. du Réservoir 12, 1380 Couture-St-Germain	wrong_near	982.2	True	50.6544595	4.4838240	50.6618296	4.4761434	50.6543758	4.4837735
be-abbreviated-00312	abbreviated	has_abbreviation	Groenveldstr. 80, 3001 Leuven	wrong_near	400.6	True	50.8729059	4.6837521	50.8765000	4.6833500	50.8729059	4.6837521
be-abbreviated-00313	abbreviated	has_abbreviation	Molenstr. 62, 2550 Kontich	wrong_far	30220.1	True	51.1367474	4.4413108	50.8651446	4.4567232	51.1367795	4.4413505
be-abbreviated-00314	abbreviated		Tervuursesteenweg 132, 1820 Perk	wrong_far	13859.3	True	50.9336360	4.4966869	50.8159200	4.4317700	50.9336671	4.4967239
be-abbreviated-00315	abbreviated	has_abbreviation	Slachthuisln. 3, 3000 Leuven	wrong_near	1834.5	True	50.8741447	4.6896747	50.8876343	4.7047301	50.8741447	4.6896747
be-abbreviated-00316	abbreviated	has_abbreviation	Ruiterstr. 26, 3930 Hamont	wrong_near	1802.5	True	51.2583687	5.5469393	51.2734400	5.5374000	51.2583687	5.5469393
be-abbreviated-00317	abbreviated	has_abbreviation	Av. du Parc Industriel 129, 4041 Milmort	wrong_far	165138.0	True	50.6891858	5.5776031	50.8575300	3.2442100	50.6891858	5.5776031
be-abbreviated-00318	abbreviated	has_abbreviation,has_slash_suffix	Pl. de Bassilly 21, 7830 Bassilly /b	wrong_near	2347.7	True	50.6720803	3.9361570	50.6926048	3.9283410	50.6720803	3.9361570
be-abbreviated-00319	abbreviated	has_abbreviation	Peperstr. 2, 3080 Tervuren	wrong_near	125.5	True	50.8228791	4.5131380	50.8228453	4.5113523	50.8228429	4.5129556
be-abbreviated-00321	abbreviated		Dienstenzone Drongen-Noord, 9031 Drongen	wrong_far	26174.6	False	51.0350130	3.6392081	51.1746800	3.9409800	51.0352875	3.6377631
be-abbreviated-00322	abbreviated	has_abbreviation	R. de Nimy 20, 7000 Mons	wrong_near	2966.1	True	50.4558864	3.9541570	50.4815102	3.9425083	50.4558550	3.9541650
be-abbreviated-00323	abbreviated	has_abbreviation	Ubbelstr., 3550 Heusden-Zolder	wrong_near	3663.3	False	51.0115082	5.2811473	50.9810231	5.3009950	51.0089203	5.2748319
be-abbreviated-00324	abbreviated	has_abbreviation	Ernest Brengierstr. 6, 8780 Oostrozebeke	wrong_near	722.1	True	50.9206628	3.3339566	50.9199713	3.3237132	50.9206628	3.3339566
be-abbreviated-00325	abbreviated	has_abbreviation	Moorselstr. 320, 3080 Tervuren	wrong_near	1249.7	True	50.8601120	4.5346346	50.8492100	4.5389600	50.8601115	4.5346108
be-abbreviated-00328	abbreviated	has_abbreviation	R. de Battice 52, 4800 Petit-Rechain	wrong_near	413.5	True	50.6202676	5.8308136	50.6193673	5.8365010	50.6203820	5.8309850
be-abbreviated-00329	abbreviated	has_abbreviation	Pl. du Roi Albert 3 C, 4130 Tilff	wrong_far	175000.0	True	50.5697656	5.5842870	50.9237000	3.1606100	50.5697656	5.5842870
be-abbreviated-00330	abbreviated	has_abbreviation	Fonteinstr. 45, 3545 Halen	wrong_near	254.1	True	50.9470660	5.1081782	50.9485100	5.1109900	50.9471386	5.1080872
be-abbreviated-00331	abbreviated	has_abbreviation	Noordstr. 58, 8800 Roeselare	wrong_near	218.8	True	50.9468383	3.1226703	50.9458050	3.1200129	50.9468383	3.1226703
be-abbreviated-00332	abbreviated	has_abbreviation	Brusselstr. 91, 1740 Ternat	wrong_near	917.6	True	50.8760511	4.1896398	50.8717900	4.1784400	50.8761341	4.1899286
be-abbreviated-00335	abbreviated	has_abbreviation,has_diacritics	4ème Av. 66, 4040 Herstal	wrong_near	4023.7	False	50.6997109	5.6147017	50.6649089	5.6303449	50.6998763	5.6132842
be-abbreviated-00336	abbreviated	has_abbreviation,has_diacritics	r. des Pruniers 11, 5100 Wépion	wrong_near	3510.0	True	50.4052823	4.8821564	50.4279448	4.8476717	50.4053536	4.8819444
be-abbreviated-00337	abbreviated	has_abbreviation	Av. Paul Pastur 117, 6001 Marcinelle	wrong_near	4891.4	True	50.4019611	4.4290407	50.3582997	4.4374508	50.4019454	4.4290608
be-abbreviated-00339	abbreviated	has_abbreviation	Av. Jean Mermoz 22, 6041 Gosselies	wrong_near	1839.9	True	50.4755537	4.4737527	50.4722423	4.4482791	50.4755537	4.4737527
be-abbreviated-00340	abbreviated	has_abbreviation	Grand-R. 218, 6740 Sainte-Marie	wrong_near	384.0	False	49.6730100	5.5628737	49.6696822	5.5642994		
be-abbreviated-00341	abbreviated	has_abbreviation	Koningin Astridln. 54, 9230 Wetteren	wrong_far	12761.4	True	51.0048326	3.8788505	50.9385100	4.0275900	51.0048652	3.8789310
be-abbreviated-00342	abbreviated	has_abbreviation	Pl. du Parc 21, 4960 Malmedy	wrong_near	1268.4	True	50.4234897	6.0277755	50.4348905	6.0283708	50.4234897	6.0277755
be-abbreviated-00344	abbreviated	has_abbreviation	Stationsstr. 64, 8860 Lendelede	wrong_far	77363.3	True	50.8853789	3.2462237	50.7744537	4.3336615	50.8853448	3.2462248
be-abbreviated-00345	abbreviated	has_abbreviation,has_diacritics	R. Lelièvre 1, 5000 Namur	wrong_near	464.7	True	50.4646815	4.8608571	50.4680069	4.8568813	50.4647131	4.8607817
be-abbreviated-00346	abbreviated	has_abbreviation	Ch. Roosevelt 165, 4540 Amay	wrong_far	103027.3	False	50.5414277	5.3027970	50.9328900	3.9758300		
be-abbreviated-00348	abbreviated	has_abbreviation,has_diacritics	4ème Av. 75, 4040 Herstal	wrong_near	3749.3	True	50.6949218	5.6060923	50.6649089	5.6303449	50.6949218	5.6060923
be-abbreviated-00349	abbreviated	has_abbreviation	Florimond Leirensstr. 19, 9230 Wetteren	wrong_far	42709.0	True	51.0058325	3.8844971	50.8725000	3.3128700	51.0057885	3.8847625
be-abbreviated-00350	abbreviated	has_abbreviation,has_diacritics	Av. Prince de Liège 110, 5100 Jambes	wrong_far	98734.9	True	50.4633708	4.8850646	51.2525200	5.5299300	50.4633708	4.8850646
be-abbreviated-00351	abbreviated	has_abbreviation	Av. Jean Mermoz 29f, 6041 Gosselies	wrong_near	2029.2	True	50.4763061	4.4762330	50.4722423	4.4482791	50.4763061	4.4762330
be-abbreviated-00352	abbreviated	has_abbreviation	R. de la Croix 17, 5000 Namur	wrong_far	23002.7	True	50.4636217	4.8647442	50.2920300	5.0459300	50.4635859	4.8647070
be-abbreviated-00353	abbreviated	has_abbreviation	Statiestr. 56, 8980 Passendale	wrong_near	614.5	True	50.8972000	3.0274896	50.9006159	3.0206014	50.8972402	3.0270150
