src_lon	src_lat	dst_lon	dst_lat
2.8707711	50.7750980	5.2450739	51.0540292
4.4457318	50.3814859	3.7404478	50.8740942
4.7628418	51.1385279	5.0847124	50.5492276
5.4768129	50.3684867	5.3358127	50.7052614
4.4369809	50.9369235	3.1718221	50.8772535
3.6546583	51.1686976	5.0922766	51.1918918
4.4639452	50.1671902	4.3426287	50.0187439
3.1766335	51.1271893	4.3211416	50.9230222
3.9925789	50.5458476	4.0707681	51.0528449
3.2050439	51.2012488	3.3114296	50.9026473
3.2817228	51.0090155	4.8871441	49.7920490
5.5526538	50.3776535	5.5624615	50.5846360
4.3365927	51.0486653	4.8863313	50.3587460
2.9387638	50.7540139	5.6023976	50.1439059
4.5470748	50.4410942	5.3645883	50.3499033
5.3710717	49.8156234	3.3652098	50.9169619
3.0192634	51.1599411	4.9161036	51.0275558
5.6380503	51.0179526	5.2117462	49.9411243
4.4424670	51.2419269	3.1853998	51.3127146
5.7466153	50.0804419	5.3510817	50.9488682
4.4492766	50.5510188	3.1028154	50.8989156
3.9180489	50.7771788	3.8570925	50.6776548
5.8846700	49.7173070	5.3435339	50.3942403
4.7427874	51.1995547	4.9732673	50.4537146
5.6970315	49.5747011	4.5662446	50.2583704
4.8602680	51.0003954	3.9156601	50.8983638
4.5034963	50.9341676	3.5443908	50.6336396
4.4109352	51.1731237	4.5248046	50.2935371
6.3361397	50.3134140	3.4864085	50.9616257
5.5937861	50.7879597	3.7672392	51.0777488
4.5612648	51.3919668	5.7229052	51.0000126
4.4196217	50.9466844	3.6144894	50.8561613
4.3299337	50.8295239	3.0893079	50.9053850
2.7464870	50.8447956	5.1688677	50.2994384
4.8343491	51.3573936	5.7469500	49.8424293
2.9500665	51.1275273	5.0892915	50.4127364
4.2490092	51.0814871	3.7974078	50.8512693
3.1356712	50.8139557	5.7280961	50.5242085
4.2628583	50.7396680	5.5731676	49.9119870
5.3770049	50.6819126	4.7009721	50.1019547
5.1608885	51.1020810	4.4558786	50.9073398
5.7891052	50.3842313	4.1889077	51.0110521
5.1100907	49.8377126	5.4390784	50.3514866
4.3475077	51.1692108	5.5904802	50.2379924
3.4083277	50.5844223	5.5665485	50.7885255
5.4515873	49.8541374	2.7539855	51.0637349
4.3123840	51.1967453	3.8530203	51.0695141
5.9340700	50.3937444	5.6360689	50.7027626
6.1041529	50.4659310	4.8622979	51.1450943
4.4131848	51.2631978	5.1390124	50.3350759
4.1155628	51.2034626	4.7554269	50.4886036
3.5026464	50.7361158	3.5338704	50.9465061
4.9288514	49.9094832	4.6309292	51.0502925
5.3227797	50.4266263	5.5794327	50.1451332
4.4066980	50.6969908	6.1260588	50.6663962
3.8559416	50.4067901	3.5852028	50.5117277
3.6784425	50.7732400	5.4643621	50.5396375
5.7847746	50.1798285	3.5468118	50.5748783
4.3647113	50.4125318	4.0384342	50.7011064
5.5027605	50.7747968	6.0429042	50.3048220
5.2259006	50.5479661	5.0716366	50.9426804
3.1234706	51.0639212	3.7654608	50.8288746
5.5976774	50.5378584	4.8753381	49.9727591
3.1345538	50.9790925	4.7977085	51.0789580
5.0654359	50.2639622	5.2091831	51.0611747
5.6554557	50.4783227	4.5693667	50.6604786
3.2999800	50.9338049	3.7853700	51.1104447
6.2324396	50.5602027	4.8493120	51.1642149
5.2924630	50.1666816	5.4770576	51.2255864
3.3843806	50.8918961	5.6478790	50.8822719
4.0717454	51.2359458	3.1325038	50.9609213
5.5881185	50.8684519	5.3906920	50.3061348
4.2177577	50.8678628	4.1813349	51.0576279
4.7877152	50.8677039	5.4191928	50.8857536
5.4018443	50.9717404	5.2344665	50.1190703
5.0594401	51.3169593	3.9121295	51.0422333
4.4914697	51.0782487	3.1773653	51.2040656
5.9797040	50.4333890	2.9661593	50.9404405
5.1271419	50.0437562	5.7234477	49.7259772
3.2432496	50.8738467	3.9618741	50.8663582
3.9531692	50.5802447	4.5857506	51.0037677
3.0345805	50.7841258	4.9293978	50.3318367
3.2918939	51.2675032	4.5628318	50.3814010
3.0182030	51.0724251	4.5156795	50.7498492
5.3957609	49.7981704	4.3287477	50.7503166
6.1769284	50.2130563	4.6905795	50.1092924
5.4080109	50.4912893	4.5470624	50.3098199
4.7087538	50.1451085	4.9167783	50.2975736
4.6095723	50.4877323	4.2542863	50.8440591
5.5156029	51.1781228	5.9881666	50.6816774
3.6317888	50.8404038	5.9355390	50.2930883
3.1837190	50.9572946	4.4818710	49.9751852
4.2498733	50.7593738	3.3341171	51.1053225
3.9057454	50.9088645	5.5607092	50.0787124
5.0373186	50.2652054	4.3950078	50.8020710
4.7813416	51.3120837	5.5189750	50.5475897
4.4864380	51.1319246	4.7600197	50.4501276
2.8046467	50.9125500	2.8747594	50.9078364
5.5667736	50.1858345	4.1603698	50.7889261
4.9033936	51.0856019	4.5397238	51.0336662
4.9825560	50.5238800	5.5249492	50.8929766
5.5509242	50.7948957	3.1355005	50.9570802
4.8882927	49.8380335	5.3725378	51.0555929
3.6273202	50.7962008	4.3949650	50.1037588
5.1542031	50.5425766	4.9255439	50.2559760
4.1428417	50.0344739	4.6518480	50.8027789
5.3471397	49.7090725	4.2896465	50.0738739
4.3140510	50.7487796	5.7273271	49.6201377
3.4171827	50.8794009	4.5131331	51.1273608
5.5889909	49.7222116	5.5122100	50.0413391
5.5119905	51.2563966	5.6836313	50.9378910
5.3893219	50.6642590	3.4706641	50.7060239
5.4643566	50.3795230	5.4141418	51.0290789
3.6737879	50.8256538	4.8862227	51.2784814
3.2392961	51.0278669	5.3683159	50.3116896
4.1618603	50.9778622	4.1971214	50.6888816
3.2870619	51.2743343	4.0689674	50.7915011
4.1241348	51.1120495	5.4934284	50.2403502
5.5287236	51.0496327	5.0555769	50.2277225
3.3707522	51.0813298	4.9232874	50.4168218
3.3030729	50.5146294	4.5526700	51.3582448
5.4240464	50.1673709	5.5186204	50.3362817
4.3428640	50.8143592	5.4981332	50.6420879
4.4593252	50.6993908	5.4236641	50.1514418
5.4614273	49.8007309	4.2111938	50.8055183
3.2115991	51.1837966	4.5915809	51.0702961
4.9378729	51.1519805	5.4286195	49.8391359
4.8375387	50.8139708	3.0350056	51.0335206
4.5703740	51.3073122	4.0655627	50.6929212
3.0836133	51.0014085	3.9854419	50.8282247
5.9940614	50.3515764	4.1071344	50.9644135
4.9308375	50.9556109	5.7448539	49.9825921
5.7880040	50.6533033	4.9705087	51.2383773
4.5265737	50.4538205	3.8100194	51.0841346
4.8856247	50.9182244	5.3053552	50.7748955
4.6996787	51.4212756	4.3713694	50.6409072
5.3601428	50.0225210	4.8752726	50.9917992
3.8362641	50.5520932	4.7764447	50.5606996
5.5019441	51.0154838	5.2365767	50.5526970
5.9816019	50.5818785	5.0209363	50.9551461
3.6593754	50.8613959	4.1888619	50.3357785
4.3129077	50.8093241	3.4751467	50.7609857
6.0926804	50.3065287	4.6336397	50.0910147
3.4961106	51.1332747	3.3327411	50.9985943
4.5757458	51.2905800	4.4620081	51.2709764
5.3966773	50.4635945	4.4986879	51.0005163
5.5784348	50.8074216	3.2895790	50.6760382
3.6946490	51.0523042	4.2157840	51.1050810
4.6943509	50.2509118	3.8156091	50.9188214
4.5012614	50.1630349	5.4477087	50.8242475
5.3141453	50.9178375	4.3429071	50.2925440
5.3105093	49.9345819	3.6395428	50.8258557
5.4883469	49.8298515	5.1387820	51.2404207
4.3182239	50.5744618	5.1666656	51.2400817
3.9138686	50.7524970	5.4055160	51.1672185
4.7720323	51.4070295	5.5811554	51.1167178
5.3286081	50.9096328	6.0623272	50.4140380
4.9925421	50.5791741	5.6234800	49.8275422
4.0789868	51.2054811	5.1983343	50.8710023
5.6024735	50.6550915	3.2916496	50.9266167
4.9383716	50.6345579	3.6365105	50.5995543
4.4964104	50.7197473	5.7516505	50.7028353
4.0299865	50.8869337	4.8729436	50.8784219
5.6397393	49.9212410	5.2870703	49.6784971
4.3615061	50.9955421	5.3259303	49.8400363
3.1396236	51.1874266	5.7363371	50.6405601
4.5920274	51.3782616	6.1405697	50.2229729
5.3226570	50.0568722	3.1762946	51.2880566
4.7170692	51.2397189	5.6627712	50.1777451
4.8074566	51.4271870	4.9230525	51.1106853
3.6114657	50.7725445	5.2397060	49.7326081
4.2125916	50.1480812	6.0370426	50.6265365
4.1563953	50.7417761	5.5799925	50.4517422
3.1001220	51.0060085	5.5337010	50.4339704
3.6282201	50.6720730	4.7265235	51.0584515
5.0617454	50.9125757	5.7208085	49.5757051
3.5793022	51.0783816	4.8190810	50.7449372
5.4374228	50.6070898	3.2579242	50.9540763
4.3133781	50.7254379	2.7652918	50.9288783
5.7387204	50.3707344	5.1948022	51.1345139
5.8207610	50.6140226	4.1099229	50.7841801
5.7503579	49.8153504	5.5735659	50.8778159
5.6454101	49.6078911	3.8432433	50.9890400
5.8176647	50.6103535	4.9381146	51.0441087
4.4155051	51.1423612	4.8211855	50.9877026
4.6061438	50.3242947	3.4338988	50.7756934
3.5932105	51.0842793	4.1418569	50.6858655
4.7702495	51.3408948	4.2070206	50.7363806
3.2234187	50.7667465	4.3409368	50.3433360
5.9478288	50.5857679	3.7873532	50.6756030
4.8634960	50.8637717	4.5269445	50.1053291
4.8994019	50.8549546	3.0281638	51.1849678
3.1292063	51.1545663	4.5987133	51.1773632
3.8506700	51.0185669	4.5239330	51.0553870
4.4721610	50.1920515	3.8982694	50.9581955
5.1260988	50.5782900	3.9061384	50.6679435
4.0044999	50.5289626	5.3829040	49.8687080
5.6073806	50.7985252	4.8156365	50.7663424
4.1962049	50.4788275	5.0347017	50.9503399
4.7550403	50.2135840	3.4296651	50.9557322
4.4185506	50.7919332	5.3693120	49.9165313
4.8917891	51.4302968	5.0141599	50.7817967
3.1614660	50.9900644	4.3195708	51.2220984
3.9669532	50.5243910	6.0801333	50.6352309
5.4629425	51.1181018	4.1537299	50.5812602
5.4493745	50.9277300	3.9735727	50.9855595
5.2943587	49.7554005	3.4395657	50.9180228
2.8842897	50.9864343	4.4418562	51.2817546
4.9526368	51.2961558	4.9684128	51.3499289
5.3237072	50.8406954	2.8664462	50.8558609
3.1344368	51.1785733	4.0172797	51.0681325
3.1220719	51.2113162	3.2891514	50.6814607
3.2205076	50.9045418	4.3056486	51.0128489
5.6243876	50.6290489	4.2246719	50.6641277
3.7945187	51.1961979	4.8282673	51.1307677
4.8952270	51.0414023	4.6041567	50.5758525
5.7381220	50.5979053	3.6869167	50.7066865
4.7753981	51.4021475	4.9085135	51.1533803
5.3546749	50.8156275	4.8712237	51.2400142
3.8113856	51.0586271	4.7442266	51.2066197
4.4708311	51.0034336	5.2558662	51.1540476
5.4365108	51.2422110	4.0673251	50.8814901
4.0336532	50.9153942	4.0173934	50.4364097
3.8735508	50.4117830	4.8201884	51.2505681
3.1072679	51.2949672	5.4737101	50.5551522
5.1147978	51.1495975	4.2597712	50.8945174
4.9364957	51.4369471	3.4302367	50.7967739
2.9881135	50.9194544	4.8418914	49.9514479
4.1342002	50.6377423	4.8452451	51.3049083
3.3630683	50.7469848	5.5525909	50.2541283
4.7462875	51.1138966	3.1730210	50.9509494
3.3292919	51.1250570	3.2329079	50.8242151
2.8994384	50.8652879	5.1302384	50.3627937
3.9805315	50.5783998	4.6358424	51.2987076
5.6203364	50.6611199	5.1963793	50.2816719
5.8429548	50.4711270	5.2160281	51.0660519
6.0579129	50.4514906	5.5909176	49.8537670
4.4274526	51.1309671	4.5770880	51.0245378
4.3021967	51.1183695	4.1538730	50.7081608
4.6267976	50.3708807	5.6940016	50.9871264
4.1567309	50.9696953	4.5209609	50.7562397
5.0701738	50.0563440	5.5000102	50.7303894
4.3782412	50.3947037	4.1654335	50.4253924
4.4424591	50.6187168	4.6968874	50.6810075
3.3122956	50.5652954	3.5850837	50.5385060
4.1417604	50.6751782	5.8664316	50.6835480
5.1980595	50.0056808	5.0337629	51.2946566
4.8234004	50.6439151	5.9382998	50.7453673
3.2551289	50.8878077	4.6488594	50.3280943
4.8103102	50.9393394	4.9034751	51.2547480
2.9568431	50.9304177	5.0108595	49.9480876
4.5101809	50.9788681	5.7909386	49.7669325
3.4677723	51.0492229	2.9812974	51.1254724
3.8086504	50.5089617	5.4283868	50.9842480
3.5455690	50.7256400	5.2551991	50.7408635
4.6314136	51.1042693	6.0501162	50.3273930
4.9966818	49.8244563	5.4274813	50.5835270
4.3571964	50.7190732	2.9815196	50.9802737
3.4433207	50.6671438	5.4446454	49.8199932
5.4534081	50.0927068	4.8944507	50.5676889
4.6186439	51.0190277	5.3382399	50.9557013
5.8557284	50.5905586	4.4264491	50.0397234
5.6785747	51.0060128	3.0241365	50.8995809
3.4837497	50.8364470	5.5683480	50.5007441
2.7237601	51.0718697	5.1734082	50.2275767
3.8399744	50.4062972	5.3764584	50.5000084
4.6707627	51.2002528	4.3174010	51.2286125
6.0682674	50.3967294	5.5318402	51.2372165
3.3336247	51.1368083	3.3303259	51.2921753
5.7749930	50.6805601	3.2632358	51.0163406
4.5147854	50.6033594	4.7231252	50.8711167
5.9042986	49.6594741	5.5363429	50.9775581
5.2702117	50.0331629	5.6031816	50.1608061
4.2463043	50.7546662	5.7195534	49.9260443
4.2683775	51.0582630	3.1501651	51.0489714
2.9845553	51.1201013	5.0878254	51.1789533
4.9231576	51.0147950	4.3234255	50.7799345
5.6534636	50.8745834	5.5458663	50.8682538
5.6907077	49.6925698	5.3316347	49.7622461
4.7397913	50.7691985	4.3790139	50.0736767
3.4572420	51.0763390	4.0617367	50.7862317
6.1692101	50.5914555	3.4462470	50.9780366
5.6583689	49.7310845	3.3905042	50.5530628
4.8371174	50.5763356	5.0342465	51.1321101
4.2457862	50.3938972	6.1973832	50.3408215
5.5269740	50.7053547	5.5598971	50.7475205
3.6129872	50.9151006	4.9414505	50.8206290
5.4653874	50.6982972	5.5670855	50.5866515
3.6585260	50.9008335	3.7459170	50.9302556
5.1877057	49.8337740	4.4756832	50.4905032
6.3043942	50.4384437	2.8519244	50.9234555
4.3513917	50.5896491	2.6753882	50.8543918
3.2560131	50.6970528	4.2502760	50.0095722
2.8907184	50.7227524	3.4925107	51.0663606
5.0919221	50.6982762	4.5937152	51.2398924
2.9611161	51.1504406	5.2022514	49.7913637
4.8645417	50.8918057	4.2314832	50.6699593
3.4372192	50.8192615	2.6943410	51.0138708
3.4271128	51.1642648	4.2904188	50.8795830
4.4573855	51.2894651	4.0855253	50.9940341
4.7671668	50.5844904	5.0562028	51.3003395
5.6741163	49.9365550	4.4508276	50.4045108
3.0801438	51.2419651	4.1875715	50.4093008
2.9974126	51.1914141	4.9234744	50.1726537
4.0395219	51.2232735	5.6534129	50.1178215
3.6390938	50.9667914	5.3504038	50.6589813
4.9626815	51.1971229	3.5470513	50.8080586
4.2178466	50.4653214	4.6993428	50.9020587
3.6074079	51.2098832	4.4127858	50.8107099
2.9576698	51.1818446	5.0705561	50.0712813
5.5836972	49.8561672	3.4979970	50.5989867
3.3191371	50.6068225	3.6999404	50.5690946
5.0766484	50.0963097	4.7058516	51.0697001
4.7815220	50.9492170	5.7357040	50.6953086
5.7538758	50.6640354	4.5011710	50.1244455
3.1919528	51.1492167	4.0441902	50.9144222
5.5456462	49.7752629	3.7447118	50.9880276
4.9787556	50.4579371	4.2308146	50.1872520
4.3281974	50.1895278	6.0107397	50.6323922
3.6669820	51.2046624	5.6634970	51.0773679
3.7358469	50.3596729	3.2604902	51.0966778
3.7634949	51.1999290	5.0796168	51.2621061
3.4195909	51.0986152	5.5220174	49.5626928
5.1580559	50.6570481	4.4069460	50.2647098
5.2754413	50.3755653	5.5065045	50.3158211
4.0477848	51.1742073	3.3712550	51.0295484
4.9932308	51.1705326	5.1613784	50.0060323
4.1325062	50.7882829	5.3497356	51.2209965
5.2355635	50.0794907	3.8903310	51.2240558
2.7569799	50.9344950	4.1508336	50.4732654
3.7287361	50.6586799	5.6410704	50.6245760
3.6487846	50.8878647	3.3195929	51.3511839
5.5037195	50.7095964	3.4583042	51.1251003
3.3463792	51.0644261	5.3323179	49.7408563
3.6277280	50.5971670	5.7600765	50.2727379
4.3767216	50.7023943	2.8856419	50.9142970
5.5403244	50.9823685	4.9520021	51.0672914
4.3008908	50.8498053	3.0800954	50.9854494
5.4814459	50.6458905	3.3204039	51.3591094
5.5729454	50.9316067	5.0778286	51.1319047
4.9027872	49.9647289	6.0304910	50.5139586
5.3613151	50.6966155	3.2202123	51.2797049
5.5258096	51.2447022	3.0415442	51.0864345
2.6811962	51.0165130	4.3908751	50.3094741
5.1822972	50.7341666	4.5321571	51.1173429
5.0396749	51.0347812	4.1618937	50.8943640
5.4139098	50.9157379	3.5104480	50.5704309
4.5077438	50.1849612	4.8233161	51.1620210
5.3719981	51.0984826	4.8145583	50.9821213
4.8617317	50.6292519	5.3716938	51.1337641
6.1450913	50.3448102	3.8269382	51.0980127
4.6193525	51.3634584	2.9896244	51.2442242
5.2483789	50.5501767	3.1407022	50.8118925
5.0276006	50.8922002	3.1951035	50.7501817
4.0899039	50.7417678	3.9615637	51.0800432
4.3039943	51.2269295	5.4386211	50.7194517
4.9748853	51.3055470	5.2405884	50.4789025
2.7892306	50.9906668	3.8609759	50.4534638
4.2991619	50.7082675	5.7291851	51.1287384
3.7561392	51.0576873	4.8848327	49.8637860
3.3073309	50.9932615	5.4619213	50.5333438
5.0332215	50.8091885	4.4101632	50.3860512
3.8941745	50.3291517	4.7357924	51.3561733
5.6794822	50.8033303	5.2190013	50.4687647
3.2117630	51.1853704	4.6348052	51.3873678
3.0125467	51.2671209	3.2279641	50.9734104
4.0009383	51.0899717	3.5241590	50.5944788
5.5779878	50.6629750	4.2968583	50.8355853
3.7970238	50.4856863	3.7962667	50.7171728
3.2172901	51.1161642	4.5511011	51.4018236
4.3209314	50.0517295	4.9777303	50.2665487
6.3244991	50.4483844	3.7848468	50.4044264
4.2819822	50.4168345	4.8568468	50.4395345
4.6871279	50.7609505	4.3026255	50.3035562
4.5908351	50.4695732	6.0525423	50.5365815
3.7614268	50.3619773	3.5175857	50.9949593
3.6689329	50.4962346	3.1578949	51.1929142
3.6704287	51.1177384	3.5004158	50.9205708
6.0693137	50.3746628	5.5719691	50.4615664
3.2556298	50.6426793	5.0072827	51.1344908
4.1864910	50.8670164	5.5638778	51.0649517
5.3142057	49.8222329	4.7324411	50.6420214
4.8188201	51.1550856	5.6924091	50.9420907
5.1885972	50.8660126	4.2133238	51.2846667
4.4824533	50.6089791	3.0507915	51.0373179
3.3156680	50.6498669	4.4551671	50.6016099
5.5037908	50.4737853	4.9218593	50.6595407
5.6250127	50.7202390	5.3646713	51.1590212
5.3375275	50.3274317	4.6933827	51.0263539
6.1605095	50.1994219	2.9678240	50.8865273
4.3374504	50.4399600	5.4379991	50.3942624
3.5839574	51.0157877	4.9574635	50.5276435
6.0281226	50.7083559	2.8944612	51.1605403
3.6124161	51.1570162	4.7494022	51.1565771
3.2420208	50.7147472	4.2407882	51.2363727
3.5757681	51.0082337	5.1760959	49.7167748
5.4485410	51.2180574	5.0900096	51.3822152
3.3217912	51.0253680	3.3957526	50.8978320
4.5289374	50.6475470	4.5607588	50.7228689
4.7677255	50.9851522	4.4228577	51.2294293
3.4248563	50.7113472	3.8686906	50.7405172
5.2791114	50.6290887	2.8505016	51.0936127
3.8704235	50.8155372	5.6005882	49.6871662
4.4535169	50.5737379	5.6171107	50.1420471
5.7010500	50.3108302	4.0460184	50.8048749
5.6765609	50.6683203	5.0005436	51.1442392
5.0922199	51.1282158	5.4145212	49.5984538
3.8273764	50.4387485	5.5186263	49.6496215
4.5830195	51.0617476	3.1555641	51.0636261
4.1351450	50.1311954	4.3961808	51.2031880
3.0814469	50.8641692	2.8595843	50.8815114
3.4248529	51.1057967	4.3298208	50.8696064
5.0572417	50.8663845	5.7995206	49.5652928
5.4591455	51.2304754	3.1970751	51.1808418
6.0511396	50.5351622	4.9396076	50.6707101
3.4713994	50.7620376	3.9327234	51.2035668
4.0119160	51.2432168	3.8495440	50.7828154
4.2896705	50.1205579	3.9998156	51.2413388
3.8233481	50.6291979	5.2684484	50.0866674
5.4643733	51.2242857	4.9668777	50.4789150
5.7081647	50.4921844	3.9328374	50.8864126
3.7666335	50.5241773	3.0611709	51.0250270
5.2648211	50.9019424	5.2505987	51.2445423
2.7597011	50.9100467	4.7731517	50.3225328
5.6580722	49.6147693	5.2068858	49.8787003
4.4522626	50.6339112	5.2861868	50.6460102
4.3095525	51.3588178	5.3803330	50.0045238
4.1926291	50.9058902	5.4757353	50.9771057
5.2216132	50.3770374	5.3235585	50.5776358
3.1669522	51.0443243	5.8136390	49.9658589
5.2895885	50.7457992	4.3155440	50.7809199
3.4703118	50.9610565	3.2712284	50.9479012
3.2784395	50.9365176	3.7051262	50.5086902
3.0651480	51.1076899	5.1884061	50.2887782
4.5831240	50.7271970	4.8709570	51.2195803
5.6291115	49.7045944	6.0607297	50.2253346
3.6727519	50.6527058	4.3183364	50.7325273
4.5771672	50.1379377	5.8322591	50.3723771
5.4514622	49.5861793	4.7189890	50.9290705
4.4123883	50.2458105	3.4257395	51.0477586
5.7947865	49.5589380	6.2253321	50.3557088
5.3321828	50.8405385	5.4185593	50.7109891
6.0730780	50.6522544	3.3409014	50.7034791
5.6498426	50.8923312	5.7524179	50.1470136
4.8333851	51.1742754	2.7349089	51.0868287
3.9232773	50.9894817	5.0231812	49.8986109
2.9648418	51.1574008	5.2385466	50.8420971
5.9389489	50.5969694	5.0881118	51.2616384
3.9575043	51.0796354	5.7640343	51.0779897
4.5596878	50.3932086	5.7007370	50.6901870
4.4483903	51.1831442	3.3448761	50.5297855
4.0013637	50.4368603	4.1995757	50.5521826
3.6187445	50.5034382	4.0841352	50.8328024
5.5217796	50.1199212	5.4908380	50.4086304
4.3050440	51.1678140	5.3756849	51.0934051
4.3638437	50.6119760	5.4860936	51.0029630
5.6493128	50.1773438	4.2665651	50.1406612
3.1644962	51.0340846	3.1900661	50.8135532
3.8698851	50.6606966	5.1893291	51.2851890
3.8541466	51.0237957	5.1007271	50.7876547
5.1146863	51.0525551	4.0253406	51.0720333
4.7309071	51.1989137	4.4097186	50.3540007
5.5512951	50.7431282	5.1811625	50.9546938
4.3104613	50.7656339	3.1928050	51.0442590
5.3042521	49.6892961	4.8282559	51.4411048
3.9715640	50.3569559	5.4144185	51.2198935
4.2252331	50.6476236	3.2004346	51.0887591
3.2340470	50.7262168	4.5580393	50.9428944
4.4505261	50.9719225	4.4030915	50.7320311
4.9725758	50.0163724	4.3087465	51.3615941
3.2195454	51.2711277	5.7172369	51.1093120
4.3642518	51.3350067	4.8686621	50.0200926
5.5087998	50.7263470	5.3582012	50.7891107
4.7166257	51.2958592	5.9879185	50.6261783
5.6961536	50.5999783	5.3880643	50.0781744
3.4201824	50.8583565	3.0559852	50.9712911
5.2750507	51.2287525	5.7060599	49.8774836
3.3576594	50.9927506	3.6917309	50.7021938
4.4191456	51.2873144	2.6896909	50.8137309
5.3846471	50.3288276	4.5358553	51.1250687
5.0372706	51.0518968	5.7148413	49.9742410
5.7099600	50.6916400	5.4882593	50.6586187
5.2344914	50.5064955	4.5955366	51.3965219
3.1062448	51.1115616	3.6039054	50.7604870
5.7305950	49.7561800	5.1857645	50.8195226
4.9491931	50.9098689	3.8018080	50.9453268
4.8446072	51.1182898	4.5414910	50.8678597
6.0249503	50.2306111	3.6880818	50.8818426
5.5589664	50.4996351	6.0181343	50.6333587
5.3625170	51.2142565	3.2915731	50.9278273
2.7516919	50.7947092	4.4177823	51.2057031
3.5225856	50.6501622	4.6406929	51.2453793
5.7119337	50.0552424	5.3664697	50.4331035
4.4690725	51.0450222	5.1184711	50.4057125
5.2530740	49.8695068	3.3752356	51.0727675
5.3923333	51.1909273	5.7461472	49.9062570
